brands,prices,names
EVGA,29.49,EVGA GeForce 210 DirectX 10.1 01G-P3-1313-KR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card
VisionTek,229.99,Visiontek Radeon 7750 2GB GDDR5 6M (6x MiniDP)
MSI,184.99,MSI Radeon RX 480 DirectX 12 RX 480 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card
"PNY Technologies, Inc.",698.56,PNY GeForce GTX 1080 Founders Edition 8GB GDDR5X PCI Express 3.0 Graphics Card VCGGTX10808PB-CG
MSI,199.99,MSI GeForce GTX 1060 DirectX 12 GeForce GTX 1060 3G OCV1 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Cards
GIGABYTE,154.99,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TWF2OC-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards
ASUS,259.99,ASUS GeForce GTX 1060 TURBO-GTX1060-6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card
EVGA,779.99,"EVGA GeForce GTX 1080 FTW HydroCopper GAMING, 08G-P4-6299-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)"
MSI,279.99,MSI GeForce GTX 1060 DirectX 12 GTX 1060 GAMING X 6G 6GB 192-Bit GDDR5 HDCP Ready ATX Video Card
MSI,429.99,MSI GeForce GTX 1070 DirectX 12 GTX 1070 GAMING X 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
MSI,139.99,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card
MSI,164.99,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
MSI,229.99,MSI GeForce GTX 1060 DirectX 12 GTX 1060 GAMING X 3G 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
XFX,799.99,XFX Radeon Pro Duo R9-PROD-8VRW 8GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card
MSI,214.99,MSI Radeon RX 480 DirectX 12 RX 480 GAMING X 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card
ASUS,204.99,ASUS GeForce GTX 1060 3GB Dual-fan OC Edition VR Ready Dual HDMI DP 1.4 Gaming Graphics Card (DUAL-GTX1060-O3G)
MSI,399.99,MSI GeForce GTX 1070 DirectX 12 GTX 1070 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
EVGA,679.99,"EVGA GeForce GTX 1080 FTW HYBRID GAMING, 08G-P4-6288-KR, 8GB GDDR5X, RGB LED, All-In-One Watercooling with 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC)"
EVGA,154.99,"EVGA GeForce GTX 1050 Ti SSC GAMING ACX 3.0, 04G-P4-6255-KR, 4GB GDDR5, DX12 OSD Support (PXOC)"
ZOTAC,109.99,ZOTAC GeForce GTX 1050 Mini
EVGA,701.67,"EVGA GeForce GTX 1080 Founders Edition, 08G-P4-6180-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)"
EVGA,399.99,"EVGA GeForce GTX 1070 GAMING ACX 3.0 Black Edition, 08G-P4-5171, 8GB GDDR5, LED, DX12 OSD Support (PCOX)"
MSI,45.99,MSI Radeon R7 240 DirectX 12 R7 240 2GD3 LP 2GB 128-Bit DDR3 PCI Express 3.0 x16 HDCP Ready Low Profile Video Card
MSI,109.99,MSI GeForce GTX 1050 DirectX 12 GTX 1050 2G OC 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
EVGA,449.99,"EVGA GeForce GTX 1070 Founders Edition, 08G-P4-6170-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)"
GIGABYTE,284.99,GIGABYTE GeForce GTX 1060 DirectX 12 GV-N1060G1GAM-6GD R2 6GB 192-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card
MSI,419.99,MSI GeForce GTX 1070 DirectX 12 GTX 1070 GAMING 8G 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
MSI,0,MSI GeForce GTX 1080 DirectX 12 GTX 1080 AERO 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
ZOTAC,253.32,"ZOTAC GeForce GTX 1060 Mini, ZT-P10600A-10L, 6GB GDDR5 Super Compact"
MSI,539.89,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 6G OC 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
EVGA,639.99,"EVGA GeForce GTX 1080 GAMING ACX 3.0, 08G-P4-6181-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)"
GIGABYTE,279.99,GIGABYTE GeForce GTX 1060 Xtreme Gaming 6GB GV-N1060XTREME-6GD Video Card
ZOTAC,0,"ZOTAC GeForce GTX 1060 Mini, ZT-P10610A-10L, 3GB GDDR5 Super Compact"
MSI,239.99,MSI Radeon RX 480 DirectX 12 RX 480 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card
MSI,449.99,MSI GeForce GTX 1070 DirectX 12 GeForce GTX 1070 SEA HAWK X 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
MSI,489.99,MSI GeForce GTX 1070 DirectX 12 GTX 1070 SEA HAWK EK X 8GB 256-Bit DDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Cards
ASUS,329.99,ASUS GeForce GTX 1060 6GB ROG STRIX OC Edition VR Ready HDMI 2.0 DP 1.4 Auto-extreme Graphics Card
ASUS,409.99,ASUS GeForce GTX 1070 TURBO-GTX1070-8G 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card
ASUS,0,ASUS Dual-fan Radeon RX 480 4GB OC Edition AMD Gaming Graphics Card with DP 1.4 HDMI 2.0 (DUAL-RX480-O4G)
MSI,709.99,MSI GeForce GTX 1080 DirectX 12 GTX 1080 SEA HAWK X 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
MSI,399.99,MSI GeForce GTX 1070 DirectX 12 GTX 1070 AERO 8G OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
EVGA,680.99,"EVGA GeForce GTX 970 04G-P4-2974-KR 4GB SC GAMING w/ACX 2.0, Silent Cooling Graphics Card"
MSI,209.99,MSI Radeon RX 480 DirectX 12 Radeon RX 480 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card
ZOTAC,269.99,"ZOTAC GeForce GTX 1060 AMP!, ZT-P10600B-10M, 6GB GDDR5 Super Compact Dual-Fan IceStorm Cooling FREEZE Fan Stop"
MSI,184.99,MSI Radeon RX 470 DirectX 12 RX 470 GAMING X 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card
MSI,499.95,MSI GeForce GTX 1060 6GT OC GDDR5 6GB Dual Fan OC
ASUS,259.99,ASUS ROG Radeon RX 480 STRIX-RX480-8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card
ZOTAC,679.99,"ZOTAC GeForce GTX 1080 AMP! Extreme, ZT-P10800B-10P, 8GB GDDR5X IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Dual-blade EKO Fan, Spectra Lighting, PowerBoost, FREEZE fan stop"
ZOTAC,399.99,ZOTAC GeForce GTX 1070 DirectX 12 ZT-P10700I-10P 8GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card
ASUS,849.78,ASUS GeForce GTX 1080 Founders Edition
XFX,799.99,XFX Radeon Pro Duo R9-PROD-8VRW 8GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card
GIGABYTE,0,GIGABYTE GeForce GTX 1070 Founders Edition GV-N1070D5-8GD-B
MSI,639.78,MSI GeForce GTX 970 GAMING 4G
GIGABYTE,743.9,GIGABYTE GeForce GTX 1080 XTREME Gaming GV-N1080XTREME-8GD Video Card
MSI,74.99,MSI Radeon R7 250 DirectX 12 R7 250 2GD3 OC 2GB 128-Bit DDR3 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card
ASUS,174.99,ASUS Radeon RX 470 4GB DC2 Edition DP 1.4 HDMI 2.0 AMD Gaming Graphics Card (RX470-DC2-4G)
"PNY Technologies, Inc.",389.49,PNY Video Card VCGGTX10708PB GTX 1070 8GB GDDR5 PCIE3.0 DL-DVI/HDMI/3xDisplay 
MSI,129.99,MSI GeForce GTX 1050 DirectX 12 GTX 1050 GAMING X 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
EVGA,899.89,"EVGA GeForce GTX 970 04G-P4-2972-KR 4GB GAMING w/ACX 2.0, Silent Cooling Graphics Card"
EVGA,486.76,"EVGA GeForce GTX 960 02G-P4-2966-KR 2GB SSC GAMING w/ACX 2.0+, Whisper Silent Cooling Graphics Card"
EVGA,999.89,"EVGA GeForce GTX 980 Ti 06G-P4-4995-KR 6GB SC+ GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card"
EVGA,424.99,"EVGA GeForce GTX 1070 GAMING ACX 3.0, 08G-P4-6171-KR, 8GB GDDR5, LED, DX12 OSD Support (PXOC)"
ASUS,124.99,ASUS ROG STRIX Radeon RX 460 4GB OC Edition AMD Gaming Graphics Card with DP 1.4 HDMI 2.0 (STRIX-RX460-O4G-GAMING
EVGA,899.85,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Graphics Card"
GIGABYTE,599.89,GIGABYTE Radeon RX 480 DirectX 12 GV-RX480D5-8GD-B 8GB PCI Express 3.0 x16 ATX Video Card
MSI,1.00,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 SEA HAWK EK X Video Graphics Card
EVGA,599.99,"EVGA GeForce GTX 960 04G-P4-3962-KR 4GB SC GAMING, Only 6.8 inches, Perfect for mITX Build Graphics Card"
MSI,439.79,MSI GeForce GTX 960 DirectX 12 GTX 960 GAMING 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
MSI,639.98,MSI GeForce GTX 970 GAMING 100ME
GIGABYTE,199.99,GIGABYTE GeForce GTX 1060 Mini ITX OC 3GB GV-N1060IXOC-3GD Video Card
MSI,439.99,MSI GeForce GTX 1070 DirectX 12 GTX 1070 SEA HAWK 8GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
None,846.77,Asus GTX780TI-DC2OC-3GD5 GeForce GTX 780 Ti Graphic Card - 954 MHz Core - 3 GB GDDR5 SDRAM - PCI Express 3.0 - 7000 MHz Memory Clock - SLI - Fan Cooler - DirectX 11.2 - HDMI - DisplayPort - DVI
MSI,1.00,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 GAMING X 8G Video Graphics Card
MSI,0,MSI GeForce GTX 1080 DirectX 12 GeForce GTX 1080 SEA HAWK 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card
MSI,922.99,MSI GeForce GTX 1070 8GB DirectX 12 GTX 1070 GAMING X 8G 256-Bit GDDR5 DVI/HDMI/3DisplayPort PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Graphics Card
None,399,Inno3D Nvidia Geforce GTX 1070 Twin X2 Video Graphics Card
ASUS,219.99,ASUS ROG Radeon RX 470 STRIX-RX470-O8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card
EVGA,239.99,"EVGA GeForce GTX 1060 3GB FTW GAMING ACX 3.0, 03G-P4-6168-KR, 3GB GDDR5, LED, DX12 OSD Support (PXOC)"
MSI,219.99,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 3G OCV1 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
EVGA,899.89,"EVGA GeForce GTX 980 Ti 06G-P4-4996-KR 6GB FTW GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card"
MSI,639.89,MSI GeForce GTX 970 4GD5T OC
EVGA,599.95,"EVGA GeForce GTX 960 02G-P4-2962-KR 2GB SC GAMING, Only 6.8 inches, Perfect for mITX Build Graphics Card"
VisionTek,169.99,"Radeon RX 470 Overclocked 4GB GDDR5 Rear Blower 4M (3 x DP, HDMI)"
EVGA,657.77,EVGA GeForce GTX 970 4GB DirectX 12 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support 04G-P4-3973-KR Video Graphics Card
EVGA,91.99,EVGA GeForce GT 740 02G-P4-3747-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card
EVGA,449.38,"EVGA GeForce GTX 950 02G-P4-2951-KR 2GB GAMING, Silent Cooling Gaming Graphics Card"
Sapphire Tech,130.58,SAPPHIRE Radeon RX 460 100409-2GOCL 2GB 128-Bit GDDR5 PCI Express 3.0 x8 HDCP Ready Video Card
XFX,799.99,XFX Radeon Pro Duo R9-PROD-8VRW 8GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card
GIGABYTE,499.89,GIGABYTE GeForce GTX 970 4GB XTREME GAMING OC EDITION
EVGA,69.99,EVGA GeForce GT 730 DirectX 12 (feature level 11_0) 02G-P3-2738-KR 2GB 128-Bit DDR3 PCI Express 2.0 Video Card
EVGA,39.99,EVGA GeForce 6200 DirectX 9 512-A8-N403-LR 512MB 64-Bit GDDR2 AGP 8X Video Card
ZOTAC,737.14,ZOTAC GeForce GTX 1080 FE DirectX 12 ZT-P10800A-10P 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card VR Ready Founders Edition
MSI,529.77,MSI GeForce GTX 970 GAMING 4G 4GB Video Graphics Card
ASUS,124.99,ASUS GeForce GTX 1050 2GB PHOENIX Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (PH-GTX1050-2G)
MSI,1.00,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 SEA HAWK X Video Graphics Card
EVGA,225.87,EVGA 02G-P4-3753-KR G-SYNC Support GeForce GTX 750 Ti Superclocked 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card
MSI,499.89,MSI Radeon R9 380 DirectX 12 R9 380 GAMING 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card
ASUS,639.89,ASUS GeForce GTX 970 TURBO-GTX970-OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card
NVIDIA,98,Inno3D Geforce GT 730 2GB DDR5 PCI Expressx16 Video Graphics Card HMDI windows 8/7/10
ASUS,202.57,ASUS ROG STRIX Radeon RX 470 4GB DP 1.4 HDMI 2.0 AMD Gaming Graphics Card
MSI,119.99,MSI GeForce GTX 1050 DirectX 12 GTX 1050 2GT LP 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Low Profile Video Cards
ASUS,149.99,ASUS GeForce GTX 1050Ti 4GB PHOENIX Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (PH-GTX1050Ti-4G)
MSI,499.98,MSI Radeon R9 390 DirectX 12 R9 390 GAMING 8G 8GB 512-Bit GDDR5 PCI Express 3.0 HDCP Ready CrossFireX Support Video Card
Sapphire Tech,579.48,SAPPHIRE NITRO Radeon R9 390 DirectX 12 100382NTOC-2L 8GB 512-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Tri-X OC Version w/ backplate (UEFI) Video Card
EVGA,399.89,EVGA GeForce GTX 950 DirectX 12 02G-P4-1958-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support SC GAMING Video Card
EVGA,181.67,EVGA 02G-P4-3751-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Card
MSI,399.89,MSI GeForce GTX 960 DirectX 12 GTX 960 4GD5T OC 4GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card
MSI,283.45,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 6G OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
EVGA,778.77,EVGA GeForce GTX 980 Ti DirectX 12 06G-P4-4997-KR 6GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Classified ACX 2.0+ Video Graphics Card
MSI,44.99,MSI Radeon HD 6450 DirectX 11 R6450-2GD3H/LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Passive Low Profile Video Card
ASUS,439.89,ASUS GeForce GTX 950 STRIX-GTX950-DC2OC-2GD5-GAMING 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card
ZOTAC,139.99,ZOTAC GeForce GTX 1050 Ti Mini
MSI,698.77,MSI GeForce GTX 1070 8GB DirectX 12 GTX 1070 SEA HAWK 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Graphics Card
VisionTek,247.99,"Visiontek Radeon 7750 SFF 2GB DDR3 3M (2 x HDMI, miniDP)"
ZOTAC,899.76,ZOTAC NVIDIA GeForce GTX 980 Ti 6GB GDDR5  384-Bit DirectX 12 OpenGL 4.4 DVI/HDMI/3DisplayPort PCI-Express Video Graphics Card
Sapphire Tech,882.76,SAPPHIRE NITRO Radeon R9 390X DirectX 12 100381NTOCL 8GB 512-Bit GDDR5 PCI Express 3.0 1 x DVI-D 1 x HDMI 3 x DisplayPort OC Version w/ backplate (UEFI) Video Card
Lenovo,5.00,Lenovo Tesla K8 Graphic Card - PCI Express
ASUS,799.48,ASUS GeForce GTX 980 Ti STRIX-GTX980TI-DC3-6GD5-GAMING 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card
GIGABYTE,499.89,GIGABYTE GeForce GTX 960 4GB G1 GAMING OC EDITION
EVGA,899.89,EVGA GeForce GTX 980 Ti DirectX 12 06G-P4-4997-KR 6GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Classified ACX 2.0+ Video Card
GIGABYTE,109.99,GIGABYTE GeForce GTX 1050 DirectX 12 GV-N1050D5-2GD 2GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards
EVGA,429.99,EVGA GeForce GTX 950 DirectX 12 02G-P4-1956-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support SC GAMING Video Card
EVGA,565.98,"EVGA GeForce GTX 950 02G-P4-2957-KR 2GB SSC GAMING, Silent Cooling Gaming Graphics Card"
EVGA,547.76,"EVGA GeForce GTX 950 02G-P4-2956-KR 2GB SC+ GAMING, Silent Cooling Gaming Graphics Card"
XFX,799.99,XFX Radeon Pro Duo R9-PROD-8VRW 8GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card
EVGA,240.77,EVGA 02G-P4-3757-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 FTW w/ ACX Cooling Video Card
MSI,45.71,MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card
ZOTAC,439.89,ZOTAC GeForce GTX 970 4GB
GIGABYTE,250.59,GIGABYTE Radeon R9 380X DirectX 12 GV-R938XG1 GAMING-4GD 4GB 256-Bit GDDR5 PCI Express 3.0 ATX Video Card
EVGA,169.89,EVGA 02G-P4-3751-KR G-SYNC Support GeForce GTX 750 Ti 2GB 128-Bit GDDR5 PCI Express 3.0 Video Graphics Card
ZOTAC,649.89,ZOTAC AMP! GeForce GTX 970 ZT-90103-10P 4GB 256-Bit DDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card (AMP! Extreme Edition)
MSI,1.00,MSI GeForce GTX 1080 Founders Edition 8GB Video Graphics Card
EVGA,44.99,EVGA GeForce GT 610 DirectX 12 (feature level 11_0) 02G-P3-2619-KR 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card
GIGABYTE,134.99,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TD5-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards
EVGA,1.00,"EVGA GeForce GTX 980 Ti 06G-P4-1996-KR 6GB HYBRID GAMING, ""All in One"" No Hassle Water Cooling, Just Plug and Play Video Graphics Card"
None,698,Inno3D Nvidia Geforce GTX 1080 Twin X2 Video Graphics Card
MSI,29.99,MSI GeForce 210 DirectX 10.1 N210-MD1G/D3 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card
Sapphire Tech,599.48,Sapphire Nitro AMD Radeon R9 390 8GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express Video Card w/ Back Plate
GIGABYTE,499.89,GIGABYTE Radeon R9 390 DirectX 12 GV-R939G1 GAMING-8GD 8GB 512-Bit GDDR5 PCI Express 3.0 HDCP Ready ATX Video Card
MSI,34.99,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LPV1 1GB 64-Bit DDR3 PCI Express 2.0 x 8 HDCP Ready Low Profile Video Card
MSI,1.00,MSI GeForce GTX 980TI GAMING 6G GOLDEN EDITION 6GB Video Graphics Cards
MSI,40.78,MSI Radeon HD 6450 DirectX 11 R6450-MD1GD3/LP 1GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card
MSI,387.77,MSI Radeon RX 480 4GB DirectX 12 RX 480 GAMING X 4G 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Graphics Card
ZOTAC,389.76,ZOTAC GeForce GTX 970 4GB 256-Bit GDDR5 PCI Express 3.0 Video Graphics Card
None,297.76,"Inno3D NVIDIA Geforce GTX 960 OC Overclocked 2GB 128-Bit  Video Graphics Card DirectX 12API SLI,HDMI,DP X3, DVI 4K"
NVIDIA,1.00,Nvidia Tesla K10 8GB GDDR5 GK104 Kepler Dual GPU Graphics Processing Unit
ASUS,47.26,ASUS Radeon HD 6450 DirectX 11 EAH6450 Silent/DI/1GD3(LP) 1GB 64-Bit DDR3 PCI Express 2.1 HDCP Ready Low Profile Ready Video Card
ZOTAC,771.28,"ZOTAC GeForce GTX 1080 ArcticStorm, ZT-P10800F-30P, 8GB GDDR5X ArcticStorm Liquid Cooling Waterblock, Spectra Lighting, Metal Wraparound Backplate, Direct Copper Contact, PowerBoost, G1/4 Threads"
MSI,218.41,MSI GeForce GTX 1060 DirectX 12 GTX 1060 3G OCV1 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card
EVGA,159.99,EVGA GeForce GT 740 Superclocked DirectX 12 (feature level 11_0) 02G-P4-2742-KR 2GB 128-Bit DDR3 PCI Express 3.0 Video Card
None,159,Inno3D Nvidia GeForce GTX 1050 Ti  4GB DDR5 Video Graphics Card
MSI,759.77,MSI GeForce GTX 1070 8GB DirectX 12 GTX 1070 SEA HAWK EK X 256-Bit DDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Graphics Card
GIGABYTE,439.89,GIGABYTE GeForce GTX 960 4GB WINDFORCE 2X OC EDITION
PowerColor,699.76,PowerColor DEVIL AMD Radeon R9 390X 8GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Graphics Card
EVGA,797.99,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Video Graphics Card"
MSI,998.77,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 ARMOR 8G OC Video Graphics Card
"PNY Technologies, Inc.",264.99,PNY GeForce GTX 1060 CG DirectX 12 VCGGTX10606PB-CG 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card
ASUS,639.89,ASUS GeForce GTX 970 STRIX-GTX970-DC2OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card
XFX,59.99,XFX Radeon R7 250 DirectX 11.1 R7-250A-2NF4 2GB 128-Bit DDR3 PCI Express 3.0 Video Cards
None,168.9,Vamery GTX650Ti Durable CPU 2GB 384Bit GDDR3 PCI-E Graphics Video Card
XFX,99.68,XFX Radeon R7 250X DirectX 11.2 R7-250X-CGF4 2GB 128-Bit DDR3 PCI Express 3.0 x16 Core Edition Video Card
XFX,799.99,XFX Radeon Pro Duo R9-PROD-8VRW 8GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card
None,98.99,NVIDIA 2GB GeForce GT 610 Half Height Low Profile SFF Dual Monitor Display View HD Video Graphics Card Shipping From US
None,32.67,"Repalcement for GPU ATI Radeon 9550 256 MB 128-Bit DDR AGP 8X 3D Graphics Card DVI,S-VIDEO,VGA"
NVIDIA,121,Inno3D Geforce GT 730 4GB DDR3 PCI Expressx16 Video Graphics Card HMDI windows 8/7/10
MSI,998.77,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 AERO 8G OC Video Graphics Card
Sapphire Tech,657.76,"Sapphire Tri-X AMD Radeon R9 390X OC 8GB 512-Bit GDDR5 DirectX 12 OpenGL 4.5

 DVI/HDMI/3DisplayPort PCI-Express Video Graphics Card"
Sapphire Tech,847.76,SAPPHIRE Radeon R9 Fury X DirectX 12 21246-00-40G 4GB 4096-Bit HBM  4096 Stream Processors PCI Express 3.0 CrossFireX Support Video Card
MSI,357.77,MSI GeForce GTX 1060 3GB DirectX 12 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Graphics Card (GTX 1060 GAMING X 3G)
None,349,Inno3D Nvidia Geforce GTX 1060 6GB Gaming OC Video Graphics Card
ASUS,119.99,ASUS ROG STRIX Radeon RX 460 4GB DP 1.4 HDMI 2.0 AMD Gaming Graphics Card (STRIX-RX460-4G-GAMING)
"PNY Technologies, Inc.",119.99,PNY VCGGTX7501XPB GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card
ASUS,135.99,ASUS GeForce GTX 1050 2GB Dual-fan OC Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (DUAL-GTX1050-O2G)
EVGA,678.99,"EVGA GeForce Cooling Graphics Card GTX 970 4GB SC+ GAMING ACX 2.0, 4096MB GDDR5"
MSI,637.77,MSI GTX 1070 Founders Edition GeForce GTX 1070 Video Graphic Card - 1.51 GHz Core - 1.
"PNY Technologies, Inc.",476.75,PNY NVIDIA GeForce GTX 970 4GB 256-Bit GDDR5 DVI/Mini HDMI/3Mini DisplayPort PCI-Express Video Graphics Card
None,706.87,HOT XFX AMD Radeon R9 390X 8GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card
ZOTAC,457.99,ZOTAC GeForce GTX 970 4GB AMP! Omega Core Edition
