statenum,casenum,numfatal,speeding,body,class
40,243,1,0,34,large
45,294,1,1,4,small
17,237,1,1,4,small
32,50,1,1,4,small
46,82,1,0,34,large
6,635,1,1,34,large
25,90,1,1,1,small
38,61,1,1,4,small
50,52,1,0,6,small
1,368,1,0,6,small
8,543,1,0,14,large
12,2052,1,0,14,large
17,1039,1,0,3,small
20,96,1,0,34,large
6,1380,1,0,6,small
40,371,1,0,20,large
42,510,1,1,4,small
47,294,1,1,4,small
19,243,1,0,4,small
6,545,1,1,4,small
6,1127,1,0,14,large
8,246,1,0,34,large
39,419,1,1,14,large
42,99,1,0,14,large
22,105,1,1,14,large
55,209,1,0,14,large
12,1211,1,0,3,small
27,50,1,1,14,large
28,69,1,0,14,large
54,146,1,1,4,small
6,1326,1,0,2,small
28,545,2,0,4,small
36,398,1,1,14,large
48,2291,1,1,2,small
8,453,1,0,4,small
12,2707,1,0,4,small
17,76,1,1,4,small
28,276,1,0,2,small
29,137,1,0,4,small
37,941,1,0,4,small
37,1181,1,0,2,small
48,2362,1,0,14,large
51,15,1,0,4,small
53,249,1,1,2,small
12,1140,1,0,4,small
28,166,1,0,34,large
29,408,1,1,4,small
9,248,1,0,20,large
12,744,1,0,34,large
12,1878,1,0,4,small
13,211,1,0,34,large
13,1328,1,0,34,large
18,335,1,0,34,large
19,34,1,0,67,large
45,79,3,0,4,small
13,64,1,0,4,small
13,1320,1,0,34,large
23,45,1,0,14,large
46,32,2,1,34,large
47,851,1,0,4,small
55,337,1,0,2,small
5,126,1,0,4,small
5,436,2,1,34,large
12,2339,1,0,4,small
47,843,1,0,4,small
12,733,1,0,2,small
41,138,1,0,34,large
48,3406,1,1,34,large
1,156,1,1,34,large
29,193,1,0,34,large
40,9,1,1,20,large
47,656,1,0,4,small
12,1601,1,0,4,small
8,295,1,0,6,small
47,918,1,1,2,small
48,1076,1,0,20,large
6,215,1,0,34,large
12,1624,1,0,6,small
13,203,1,0,34,large
31,199,1,1,4,small
36,60,1,0,4,small
37,689,1,0,5,small
40,603,1,0,4,small
51,204,1,1,4,small
15,61,1,0,14,large
21,207,1,0,4,small
25,62,1,0,14,large
42,483,1,1,14,large
47,170,2,0,4,small
1,371,1,0,4,small
4,404,1,0,4,small
17,613,1,1,34,large
22,397,1,1,34,large
37,357,1,0,14,large
39,972,3,1,4,small
12,770,1,0,4,small
12,1697,1,0,4,small
18,334,1,0,14,large
26,225,1,0,4,small
35,236,1,1,4,small
42,126,1,0,4,small
42,1053,1,1,4,small
47,837,1,0,4,small
48,525,1,0,34,large
6,1586,1,0,34,large
6,3354,1,0,20,large
8,99,1,0,4,small
20,55,1,0,34,large
28,576,1,0,4,small
28,610,1,0,34,large
42,315,1,1,4,small
42,807,1,0,5,small
47,99,1,0,4,small
48,132,1,0,6,small
6,161,1,0,4,small
6,3303,1,0,4,small
13,473,1,0,14,large
17,379,1,0,6,small
22,47,1,0,4,small
33,61,1,0,4,small
37,869,1,1,32,large
39,35,1,0,14,large
47,916,1,0,3,small
48,3030,1,0,34,large
16,89,1,0,34,large
48,1526,1,0,34,large
48,2456,1,0,2,small
1,797,1,1,14,large
6,1759,1,0,34,large
37,248,1,0,2,small
45,839,1,1,34,large
48,2829,1,1,34,large
6,2465,1,1,4,small
12,2499,1,0,14,large
34,438,1,1,34,large
39,364,2,0,5,small
42,1075,1,1,4,small
53,515,1,0,34,large
26,556,1,0,2,small
35,47,1,0,4,small
6,2754,1,0,5,small
21,229,1,0,4,small
32,257,1,0,34,large
37,1303,1,0,4,small
47,86,1,1,14,large
48,2724,1,0,14,large
13,1390,1,0,14,large
19,273,2,0,14,large
25,91,1,1,4,small
31,80,1,0,34,large
56,104,1,1,20,large
6,2703,2,1,3,small
42,142,1,1,4,small
4,42,1,1,4,small
12,1739,1,0,14,large
12,2896,1,0,4,small
13,1412,1,0,14,large
48,2058,1,0,6,small
22,224,1,1,34,large
9,263,1,0,9,rej
26,864,1,0,4,small
29,611,1,1,4,small
39,430,2,0,6,small
45,235,1,0,5,small
53,326,1,0,34,large
12,2571,1,0,6,small
39,667,1,0,34,large
47,453,1,0,4,small
47,806,2,0,4,small
48,1150,1,0,34,large
29,739,2,1,4,small
34,429,1,0,14,large
36,787,1,0,4,small
39,663,1,1,4,small
53,105,1,1,4,small
5,105,1,0,14,large
6,888,1,0,5,small
21,235,1,0,4,small
12,257,1,0,14,large
12,2144,1,0,4,small
1,847,3,0,4,small
6,2247,1,0,14,large
13,1441,1,1,4,small
20,269,1,0,15,large
36,336,1,1,34,large
40,306,1,0,4,small
45,455,1,1,34,large
48,2659,1,0,16,large
4,65,2,0,4,small
6,2869,1,0,14,large
9,38,1,0,4,small
21,22,2,1,4,small
22,615,2,0,34,large
34,437,1,1,14,large
6,2176,1,0,15,large
17,474,1,1,4,small
24,293,1,0,34,large
26,613,1,0,34,large
6,2220,1,0,34,large
12,1719,1,1,4,small
18,789,1,0,14,large
26,44,1,1,4,small
45,22,1,0,34,large
47,273,1,0,14,large
8,229,1,0,2,small
8,600,1,0,67,large
13,223,1,0,4,small
13,1439,2,0,5,small
39,742,2,0,14,large
45,328,2,1,6,small
6,697,3,1,14,large
26,231,1,0,4,small
34,153,1,0,4,small
48,2433,1,0,4,small
6,2270,1,1,4,small
35,275,1,0,15,large
56,18,1,0,14,large
18,810,1,0,20,large
39,266,1,0,6,small
51,190,1,0,4,small
6,932,1,0,14,large
12,696,2,0,2,small
37,951,1,1,3,small
41,282,2,1,2,small
8,90,1,1,2,small
12,487,1,0,34,large
12,535,1,0,1,small
21,343,6,0,21,large
41,62,1,0,4,small
48,2383,1,0,4,small
55,427,1,0,15,large
4,828,1,1,34,large
12,2803,1,0,4,small
28,132,1,0,4,small
51,198,1,1,4,small
54,248,1,1,4,small
12,1581,1,1,20,large
12,1661,1,0,67,large
16,119,1,1,34,large
21,48,1,0,4,small
23,59,1,0,14,large
26,166,1,0,6,small
4,245,1,1,4,small
6,509,1,1,4,small
13,238,1,1,15,large
26,539,1,0,20,large
29,623,1,1,34,large
40,291,1,0,15,large
5,329,1,1,4,small
6,3145,2,0,4,small
34,147,1,0,4,small
37,1025,1,0,34,large
38,54,1,0,34,large
47,427,1,1,21,large
4,758,1,0,8,small
6,1185,1,0,6,small
16,21,1,0,4,small
42,612,1,0,4,small
9,103,2,0,1,small
12,1516,1,0,4,small
16,116,1,0,15,large
22,231,2,0,34,large
47,497,1,1,4,small
47,746,1,0,34,large
49,170,1,0,4,small
29,679,1,0,34,large
48,955,1,0,34,large
48,3149,2,0,4,small
13,1306,1,0,34,large
17,1009,1,0,4,small
19,19,1,1,2,small
30,27,1,0,14,large
4,197,1,0,16,large
6,3195,1,1,20,large
17,704,1,0,4,small
18,134,1,0,34,large
51,238,1,0,34,large
6,1490,1,0,34,large
12,589,1,0,4,small
12,2449,1,0,4,small
17,460,1,1,4,small
19,257,1,0,4,small
48,3321,1,1,34,large
1,442,1,0,4,small
9,241,1,1,4,small
48,2865,1,1,34,large
6,990,1,1,6,small
16,195,1,0,14,large
25,348,1,0,34,large
26,828,1,0,4,small
12,3077,1,0,4,small
27,334,1,1,34,large
41,71,1,1,14,large
42,349,1,0,34,large
45,266,1,0,34,large
47,557,1,0,34,large
48,228,1,0,20,large
48,2732,1,1,14,large
51,719,2,1,4,small
53,170,1,0,2,small
6,1691,1,1,4,small
6,2680,1,0,4,small
6,3272,1,0,6,small
35,248,1,0,34,large
53,490,1,0,20,large
6,874,1,1,5,small
12,2254,1,0,4,small
13,1371,1,0,20,large
21,463,1,0,14,large
26,361,1,1,6,small
48,2694,1,0,6,small
6,399,1,0,3,small
21,625,1,0,34,large
29,395,1,1,14,large
55,229,1,0,1,small
17,271,1,1,4,small
35,97,1,1,34,large
42,405,1,1,34,large
42,865,1,0,14,large
47,28,1,0,14,large
48,646,1,1,4,small
12,2081,1,0,14,large
34,204,2,0,4,small
37,62,1,0,4,small
39,1105,1,1,6,small
47,384,1,0,34,large
55,120,1,0,6,small
17,760,1,1,34,large
25,306,1,0,34,large
35,131,1,0,34,large
36,216,1,0,4,small
6,1872,1,0,4,small
17,147,1,0,4,small
54,158,1,0,34,large
4,377,1,0,6,small
13,438,1,0,34,large
20,175,1,0,6,small
21,246,1,0,2,small
40,147,1,0,34,large
45,766,1,0,34,large
21,339,1,0,4,small
48,3084,1,0,1,small
36,922,1,0,3,small
1,609,1,0,4,small
4,362,1,1,4,small
10,44,1,1,14,large
20,12,1,1,14,large
22,536,1,0,34,large
42,1048,1,1,6,small
6,1290,2,0,4,small
12,2897,1,1,14,large
12,3000,1,0,14,large
13,172,2,0,6,small
26,364,1,0,4,small
30,1,1,1,14,large
37,588,2,0,4,small
37,655,1,0,34,large
45,128,1,1,14,large
1,306,1,0,2,small
12,1384,1,0,4,small
19,82,1,0,34,large
12,435,1,1,3,small
45,230,1,1,15,large
12,2636,1,0,4,small
28,373,1,0,5,small
39,79,1,0,6,small
13,480,1,0,4,small
23,40,1,1,34,large
34,481,1,0,20,large
23,130,1,0,4,small
28,84,1,1,4,small
56,53,1,0,1,small
6,2890,1,1,4,small
1,57,3,1,4,small
12,404,3,1,4,small
12,501,1,0,34,large
28,138,1,0,4,small
32,282,3,1,14,large
48,1458,1,0,4,small
6,2883,1,1,4,small
12,1219,1,1,4,small
47,584,1,0,15,large
1,512,4,1,4,small
13,294,1,0,4,small
39,104,1,0,4,small
48,1582,1,0,34,large
27,348,1,0,34,large
28,73,1,0,5,small
42,151,1,0,15,large
55,402,1,0,4,small
8,338,2,1,1,small
51,397,1,0,34,large
12,2189,1,0,15,large
13,367,1,0,2,small
13,1273,1,1,14,large
18,356,1,0,14,large
26,463,1,0,6,small
37,739,1,0,14,large
49,210,1,0,5,small
51,322,1,0,14,large
6,924,1,1,15,large
8,362,1,0,14,large
12,1530,1,0,4,small
29,803,1,1,2,small
37,106,1,1,34,large
37,301,1,0,14,large
42,224,1,0,34,large
6,432,1,0,34,large
28,273,2,0,14,large
37,190,1,0,14,large
12,1613,1,0,34,large
13,697,1,0,34,large
18,559,1,0,20,large
29,699,1,0,14,large
35,331,1,0,15,large
36,778,1,1,6,small
39,788,1,1,4,small
48,1610,1,1,2,small
48,2329,1,1,20,large
12,2312,1,0,6,small
17,207,1,0,4,small
21,571,2,0,4,small
26,615,1,0,4,small
48,2789,2,1,4,small
55,463,1,0,67,large
6,605,1,0,34,large
6,1739,1,0,4,small
32,159,1,0,4,small
37,313,1,0,4,small
39,404,1,0,4,small
40,125,1,0,34,large
42,431,1,0,4,small
42,29,1,0,4,small
48,776,1,0,4,small
6,2868,1,1,15,large
12,75,1,0,4,small
26,726,1,0,4,small
37,996,3,1,14,large
49,178,1,0,4,small
12,888,1,0,15,large
12,2754,1,0,15,large
26,391,1,0,14,large
12,159,1,0,4,small
37,175,1,0,4,small
13,848,1,0,4,small
17,285,1,0,4,small
35,123,1,0,34,large
47,36,1,0,14,large
6,772,1,0,4,small
34,271,1,0,14,large
36,758,1,0,2,small
48,2815,1,0,4,small
51,134,1,0,21,large
6,2055,1,1,34,large
6,3037,1,0,15,large
18,442,1,0,20,large
51,487,1,0,4,small
24,2,1,0,20,large
26,609,1,1,4,small
29,394,1,0,4,small
34,474,1,1,14,large
36,873,1,1,4,small
42,433,1,1,4,small
20,233,1,1,2,small
25,334,1,0,4,small
26,601,1,0,4,small
37,307,1,0,4,small
42,33,2,1,14,large
48,1068,1,1,4,small
48,3384,1,0,34,large
13,1404,1,0,4,small
41,182,1,1,14,large
45,271,1,1,2,small
47,531,1,0,4,small
48,1791,1,0,14,large
12,1069,1,0,14,large
12,1341,2,0,6,small
20,264,2,0,14,large
48,1039,1,0,34,large
48,1522,1,0,3,small
5,244,1,0,21,large
9,30,1,0,4,small
12,2796,1,0,14,large
41,28,3,1,5,small
45,681,1,0,6,small
39,1040,1,0,20,large
48,1718,2,0,4,small
56,40,2,0,4,small
4,138,1,0,14,large
12,1320,1,0,14,large
18,717,1,0,4,small
30,76,1,1,34,large
37,2,1,0,4,small
48,569,1,1,34,large
12,2537,1,0,2,small
39,73,2,0,4,small
12,1704,1,0,14,large
12,1780,1,0,34,large
25,108,1,0,15,large
26,717,1,0,15,large
55,465,1,0,20,large
12,378,1,0,6,small
22,433,1,1,14,large
48,3199,1,1,3,small
41,22,2,1,4,small
45,338,2,1,15,large
13,301,1,0,4,small
16,161,1,1,34,large
6,2262,1,0,4,small
21,180,1,1,4,small
29,334,1,0,2,small
36,12,1,1,4,small
6,68,1,0,5,small
48,1741,3,1,4,small
12,1708,1,0,2,small
26,124,1,0,2,small
28,124,1,0,4,small
40,400,1,0,6,small
42,982,1,0,4,small
48,1225,1,0,15,large
48,1384,2,0,34,large
17,162,1,1,14,large
17,459,1,0,14,large
20,417,1,0,34,large
23,5,1,1,14,large
37,955,4,0,4,small
42,991,1,1,3,small
48,3307,1,0,4,small
6,477,1,1,3,small
6,1329,1,0,4,small
17,531,1,1,4,small
27,63,1,0,3,small
31,191,1,0,4,small
39,361,1,0,34,large
48,285,2,1,14,large
48,3238,2,1,2,small
12,765,1,0,20,large
29,47,1,0,34,large
16,41,1,1,34,large
16,159,1,0,34,large
22,165,1,0,15,large
26,372,1,0,20,large
30,47,1,1,14,large
48,2372,1,0,6,small
39,884,1,0,34,large
48,2899,1,0,34,large
1,545,1,0,14,large
24,246,1,1,14,large
27,188,2,0,4,small
35,29,1,1,16,large
37,309,1,1,14,large
39,786,1,0,4,small
56,2,1,0,5,small
12,1907,2,0,5,small
34,320,1,0,67,large
37,16,1,0,4,small
37,265,1,0,34,large
39,27,1,0,14,large
45,253,1,1,14,large
48,2354,2,1,4,small
6,87,1,0,3,small
8,29,1,1,4,small
12,860,1,0,34,large
55,70,1,0,14,large
9,169,1,0,4,small
13,42,1,0,4,small
21,159,1,1,4,small
32,160,1,0,14,large
35,172,1,0,4,small
48,2239,1,0,6,small
17,562,1,0,15,large
18,168,1,1,4,small
22,70,1,1,14,large
38,88,1,0,34,large
39,206,2,0,4,small
42,439,1,1,4,small
48,2705,1,0,20,large
54,234,1,0,14,large
34,399,1,0,2,small
37,949,1,0,4,small
48,1748,1,1,15,large
1,798,1,1,3,small
6,3166,1,1,14,large
12,1875,1,0,6,small
17,208,1,0,14,large
4,223,1,1,4,small
12,2390,1,0,2,small
17,819,1,0,15,large
55,215,1,1,4,small
1,580,1,0,34,large
34,480,1,1,4,small
22,582,1,0,34,large
42,128,1,1,4,small
48,111,2,1,4,small
20,179,1,0,34,large
36,749,1,1,3,small
6,1657,1,0,34,large
13,495,1,0,20,large
13,788,1,0,6,small
34,447,4,0,4,small
12,2096,1,1,4,small
27,112,1,0,14,large
6,656,1,1,4,small
13,323,1,1,4,small
45,754,1,0,4,small
8,79,1,0,14,large
48,1840,1,0,34,large
4,563,1,0,34,large
19,124,1,0,4,small
20,37,1,0,2,small
37,304,1,0,6,small
47,895,1,0,6,small
13,1431,1,0,34,large
40,350,2,0,6,small
42,613,1,0,4,small
51,502,1,0,4,small
1,524,1,0,14,large
6,2492,1,0,14,large
18,265,1,0,34,large
32,125,2,1,4,small
8,593,1,1,21,large
25,310,1,0,5,small
51,742,1,1,6,small
53,250,1,0,1,small
1,448,1,0,34,large
6,249,1,0,15,large
6,2581,1,0,34,large
12,1705,1,0,20,large
36,279,1,0,14,large
40,13,2,0,34,large
41,60,1,0,21,large
8,3,1,1,34,large
12,1531,1,0,4,small
29,756,1,0,14,large
37,556,1,0,5,small
41,224,1,1,34,large
48,1186,1,0,14,large
6,91,1,1,4,small
6,2361,1,0,6,small
12,1828,1,0,5,small
22,674,1,0,14,large
24,502,1,0,4,small
48,1483,1,0,15,large
1,523,2,1,14,large
4,876,1,0,34,large
12,1820,1,0,5,small
39,696,1,1,2,small
48,1178,1,0,14,large
12,876,2,1,2,small
13,116,1,0,6,small
34,434,1,0,16,large
13,862,2,0,15,large
39,898,1,0,14,large
48,414,1,0,34,large
12,1759,1,0,4,small
36,371,1,1,4,small
39,869,1,0,2,small
40,221,1,0,15,large
42,425,3,1,14,large
54,68,1,0,4,small
12,1725,1,0,34,large
13,100,1,0,34,large
35,339,1,0,14,large
31,210,1,1,2,small
47,600,1,0,4,small
12,1223,1,0,34,large
12,1586,1,0,4,small
18,169,1,0,20,large
21,69,2,0,21,large
28,186,1,0,14,large
28,409,1,0,34,large
34,99,1,1,4,small
37,1,1,0,4,small
4,715,1,0,4,small
39,349,1,0,4,small
55,533,1,1,34,large
35,292,1,1,14,large
53,382,1,0,34,large
2,75,1,0,2,small
6,1252,1,0,14,large
6,2205,1,0,34,large
21,151,1,0,4,small
36,313,1,1,2,small
8,336,1,0,4,small
12,1903,1,0,2,small
24,16,1,1,4,small
31,121,1,0,4,small
32,146,1,0,34,large
34,510,1,1,6,small
39,851,1,1,14,large
40,525,1,0,4,small
13,543,1,0,4,small
29,883,1,1,34,large
33,78,1,1,3,small
35,305,2,0,4,small
40,580,1,0,4,small
48,520,1,0,14,large
8,37,1,1,4,small
12,62,1,1,34,large
29,511,1,0,4,small
48,2697,1,0,4,small
8,527,1,0,2,small
10,58,1,0,4,small
13,1063,1,0,34,large
17,323,1,0,6,small
22,41,1,0,14,large
13,597,1,0,21,large
6,445,1,0,4,small
10,19,1,0,3,small
6,3341,1,1,34,large
12,430,1,0,34,large
21,88,1,0,14,large
35,86,1,1,9,rej
45,2,1,0,4,small
51,752,1,0,4,small
1,398,1,0,14,large
37,1233,1,0,14,large
48,1507,1,0,14,large
28,88,1,0,34,large
48,3004,1,0,2,small
56,20,1,0,20,large
21,111,1,0,20,large
27,243,1,0,4,small
29,152,1,0,4,small
37,1247,1,0,4,small
45,678,1,0,14,large
48,1996,2,0,34,large
8,252,1,0,14,large
19,218,1,0,15,large
28,570,1,0,20,large
34,150,2,0,14,large
9,187,1,1,3,small
26,594,1,0,14,large
36,899,1,0,14,large
12,215,1,0,4,small
12,3042,1,0,34,large
17,99,1,1,4,small
17,814,1,0,14,large
18,231,1,0,4,small
28,13,1,0,4,small
48,1757,1,0,4,small
41,46,1,0,15,large
48,2697,1,0,21,large
19,6,1,0,4,small
47,664,1,0,20,large
47,899,1,0,14,large
51,557,1,0,4,small
6,2162,2,0,4,small
18,65,1,1,4,small
20,416,1,0,34,large
22,637,1,0,34,large
36,340,2,1,4,small
42,656,1,0,34,large
13,1003,2,0,4,small
47,271,1,0,4,small
48,1785,1,0,34,large
48,1954,1,1,4,small
48,2313,1,0,4,small
51,759,1,0,20,large
53,167,1,0,4,small
12,1085,1,0,20,large
24,236,1,0,4,small
48,2495,1,0,4,small
6,715,1,0,34,large
12,1607,1,0,34,large
12,2326,1,0,3,small
36,176,1,1,4,small
48,691,1,0,48,large
23,105,1,0,15,large
26,121,3,0,9,rej
26,134,1,0,34,large
41,69,1,0,4,small
48,1409,1,0,34,large
53,236,1,1,5,small
32,133,1,1,21,large
55,99,1,0,20,large
6,2184,1,0,4,small
12,2891,1,0,2,small
24,71,1,1,4,small
41,358,1,0,4,small
48,304,1,1,34,large
53,356,1,0,4,small
6,3144,1,0,34,large
12,2899,1,0,2,small
16,133,1,0,4,small
20,275,1,1,6,small
53,48,1,0,21,large
12,1501,1,0,14,large
37,668,1,0,14,large
45,347,2,0,4,small
45,602,1,1,34,large
4,521,1,0,14,large
6,2999,1,1,4,small
12,861,1,0,34,large
21,25,1,0,4,small
51,90,1,0,2,small
17,746,1,1,34,large
26,169,1,1,4,small
36,789,1,0,14,large
6,1990,1,0,14,large
13,57,1,0,4,small
41,331,1,0,34,large
51,53,1,1,34,large
6,758,1,0,4,small
6,2058,1,1,5,small
18,435,2,0,14,large
40,341,1,0,14,large
12,640,2,0,2,small
17,529,1,1,21,large
36,108,1,0,14,large
45,731,1,0,21,large
45,810,1,0,20,large
47,474,1,0,4,small
47,864,1,0,1,small
48,2960,1,0,34,large
12,952,1,0,14,large
53,508,1,0,34,large
1,86,1,0,34,large
6,1594,2,1,6,small
18,538,1,0,14,large
30,21,1,0,34,large
37,899,1,0,34,large
9,73,1,1,34,large
13,328,2,1,4,small
26,455,1,1,34,large
39,412,1,0,14,large
53,363,1,1,4,small
6,1869,1,0,5,small
36,67,1,0,4,small
48,2152,3,0,6,small
51,308,1,0,14,large
5,385,1,0,4,small
6,2019,1,1,4,small
17,549,1,0,34,large
29,519,1,1,4,small
32,49,1,0,14,large
37,766,1,0,34,large
4,214,1,1,15,large
6,1519,1,1,3,small
21,353,1,0,4,small
29,69,1,0,34,large
37,1286,1,0,15,large
42,668,1,0,4,small
42,989,1,0,4,small
48,2334,1,0,34,large
48,2817,1,0,3,small
53,309,1,0,3,small
4,166,1,0,4,small
8,591,3,0,34,large
28,518,1,0,34,large
45,927,1,0,4,small
51,542,1,0,15,large
6,246,1,1,34,large
20,180,1,0,34,large
48,604,1,0,16,large
1,799,1,0,2,small
13,1053,1,0,2,small
17,138,1,0,4,small
28,444,3,0,4,small
37,119,1,0,14,large
37,1052,1,1,14,large
48,1443,1,0,21,large
53,41,1,0,4,small
21,527,1,0,4,small
39,690,1,0,34,large
53,230,1,0,4,small
55,415,1,1,67,large
6,2318,1,0,20,large
18,427,1,0,20,large
26,718,1,0,4,small
47,397,1,0,4,small
51,215,1,0,34,large
13,858,1,0,2,small
35,53,1,1,5,small
36,843,1,0,4,small
48,3084,1,0,67,large
4,765,1,0,14,large
6,2510,1,0,2,small
12,482,1,0,20,large
12,1481,1,0,34,large
24,112,1,0,14,large
35,165,1,0,4,small
1,608,1,0,4,small
18,758,1,0,2,small
20,1,1,0,6,small
29,714,1,0,4,small
34,145,1,0,15,large
37,343,1,1,34,large
42,6,1,0,15,large
48,1283,1,0,34,large
48,1927,1,0,6,small
12,89,1,0,4,small
47,317,2,0,4,small
6,679,2,1,4,small
6,1169,1,1,1,small
6,2569,1,0,4,small
6,3179,1,0,4,small
12,97,1,0,4,small
20,349,1,1,4,small
32,163,1,0,6,small
39,36,1,0,14,large
53,313,1,0,34,large
6,1082,1,1,2,small
12,843,2,0,14,large
13,792,1,0,4,small
13,1419,1,0,4,small
16,1,1,0,14,large
21,220,1,0,4,small
48,1279,2,0,4,small
55,138,1,0,4,small
4,779,1,0,20,large
6,1134,1,1,4,small
28,19,3,1,4,small
12,1300,1,0,34,large
12,2184,1,0,14,large
21,202,1,0,6,small
24,156,1,0,16,large
29,200,1,0,14,large
31,185,1,0,20,large
36,364,1,0,4,small
21,534,1,0,20,large
26,658,2,0,34,large
34,217,1,0,20,large
6,1934,1,0,4,small
17,537,2,0,14,large
49,191,1,0,34,large
18,131,1,0,2,small
28,463,1,0,34,large
34,451,1,0,14,large
39,685,2,0,4,small
48,2188,1,0,4,small
48,2995,1,0,4,small
44,9,1,1,34,large
53,51,1,1,14,large
5,456,1,0,9,rej
22,689,1,1,4,small
23,19,1,0,4,small
45,309,1,1,14,large
55,388,1,0,4,small
12,264,1,0,14,large
18,364,1,0,4,small
13,452,1,0,1,small
19,152,1,1,34,large
23,135,1,1,5,small
39,50,1,1,4,small
47,381,1,0,15,large
48,151,1,1,4,small
6,389,1,0,21,large
12,1445,1,1,15,large
39,42,1,1,4,small
45,292,1,0,15,large
8,8,1,1,14,large
12,529,1,0,4,small
24,433,1,0,14,large
36,286,1,0,4,small
37,496,1,0,14,large
13,542,1,0,4,small
42,544,1,0,14,large
48,3168,1,0,14,large
1,4,1,1,4,small
6,3203,1,1,20,large
9,21,2,0,4,small
24,422,1,0,5,small
53,15,1,1,34,large
6,750,1,0,4,small
12,2143,1,0,21,large
26,196,1,0,1,small
1,44,1,0,4,small
22,395,1,0,2,small
48,276,1,0,4,small
48,1652,1,0,34,large
4,231,1,1,3,small
5,271,1,0,34,large
6,2677,1,0,5,small
17,479,1,0,34,large
17,988,1,1,34,large
21,244,1,1,20,large
12,1760,1,0,14,large
25,44,2,1,4,small
47,75,1,0,15,large
4,444,1,1,2,small
17,1017,1,1,14,large
21,222,1,0,14,large
40,375,1,0,34,large
6,2901,1,1,2,small
12,1210,2,0,15,large
29,138,2,0,34,large
36,115,1,1,15,large
53,300,1,0,4,small
55,340,1,1,4,small
5,363,1,0,14,large
22,207,1,0,34,large
35,318,1,0,34,large
47,655,1,1,4,small
48,1255,1,0,4,small
6,1894,1,1,4,small
12,2351,1,0,34,large
13,875,1,0,34,large
29,143,1,1,15,large
42,795,1,1,14,large
48,1103,1,0,34,large
1,295,1,0,4,small
48,220,2,0,4,small
13,886,2,0,4,small
33,21,1,1,4,small
34,162,1,0,4,small
40,561,1,1,34,large
8,384,1,0,14,large
8,502,1,0,14,large
45,233,2,0,34,large
51,433,1,0,14,large
12,2066,1,0,14,large
19,180,1,0,14,large
28,187,1,0,14,large
40,159,1,0,4,small
47,264,1,0,14,large
13,909,1,0,4,small
22,341,1,0,34,large
36,678,1,1,4,small
55,146,1,0,4,small
6,1628,1,0,4,small
12,523,1,0,14,large
48,986,1,0,6,small
1,727,2,1,2,small
6,390,1,0,4,small
12,79,1,0,6,small
32,198,1,1,3,small
6,809,1,0,6,small
12,1884,1,0,4,small
13,545,2,0,34,large
17,465,1,1,5,small
21,354,1,0,4,small
40,35,1,0,14,large
51,87,1,1,4,small
51,583,1,0,2,small
1,644,1,1,34,large
5,191,1,0,3,small
6,1253,1,0,14,large
12,1047,2,0,14,large
21,346,1,0,4,small
51,79,1,0,4,small
1,217,1,0,14,large
6,1887,1,1,4,small
12,2136,1,0,4,small
22,486,1,1,15,large
29,849,1,0,20,large
51,550,1,0,14,large
6,1643,1,1,4,small
9,101,1,0,14,large
12,1502,1,0,14,large
17,173,1,0,34,large
55,12,1,0,4,small
20,261,3,0,4,small
27,109,1,0,21,large
27,342,1,0,6,small
29,464,1,0,4,small
37,109,1,0,5,small
48,345,2,0,4,small
12,405,1,0,3,small
13,398,1,0,6,small
6,147,1,0,4,small
12,138,1,0,14,large
12,414,1,0,2,small
24,412,1,1,34,large
6,2443,1,0,4,small
48,1878,2,0,34,large
